Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault
981.4307772785646,14887.57200909596,3680.079717679013,1.995943399194125,90.01559147123282,3.0183891506145297,162.3816633877602,530.5387115728807,111.8028497713261,0
931.033604877534,14492.452904086063,3186.428114926909,2.614995184219341,113.06072203871628,2.2367147929411284,153.11023207527123,492.6245504766805,97.75615891391132,0
884.5413938265681,15231.086333040972,3372.3434546943013,2.154523721516327,92.79029891530104,1.9984716180015496,121.55530996986252,443.5243774559761,117.21343666120691,1
896.4750610970455,14824.292882143134,3746.950382808959,2.9799186273723377,110.94798502227326,1.9359134768293649,137.77829875046564,503.7312836690279,135.89895594810693,0
947.70008817466,15010.396853837705,3169.022512754341,1.1288891536823624,105.70421173360796,2.5102815442600668,170.20758626566527,519.6316440218229,122.19308913132052,0
828.206892441028,15658.79876780398,3544.843280858159,1.7585862045965408,106.84163208608956,2.519507389356634,107.17138239360592,518.1134440865887,122.92265456155712,1
902.1905735989554,14899.25423302624,3828.675631160907,2.4211486635069512,99.67952505836288,2.554629473744759,165.6631131202635,468.6291508736626,116.12618254985286,0
941.7846056032572,13734.856238626837,3917.209409907423,2.0631570997416,99.04888352299234,2.784442885141615,154.1572100213416,485.64337199846847,145.08306273056564,0
875.6196887963753,15134.563470622554,3281.5672734563823,2.0406392110280995,94.12143695092,2.868656965060168,114.63686176493536,486.92867502845786,125.09887247921196,0
907.0858456819952,14552.465078861698,4062.930888894511,1.8274265594309864,94.56393103906947,2.366007085955618,143.7642885348795,482.3567420322707,115.07115087616282,0
862.043366922315,15021.801223186229,3252.5146723554853,1.0894569653527515,111.80989905305672,2.164621717588978,181.84049797152167,470.9454905911432,108.37289560672238,0
897.4880945275431,15799.323585252358,3675.291129100587,2.0177830370164966,115.00274609000988,3.337662660372988,156.71694529440137,496.63620669165965,118.7950258610064,1
934.8103182406708,16379.83001945554,3484.555790955391,2.32616516908834,109.57537163279768,2.071328618046482,119.0988718518713,454.2504517956782,139.52944553999507,0
909.5549534009951,15869.44983189879,3514.6393982003387,1.8323779590659863,77.47206605268661,2.56531546032615,155.7277348791078,513.8646228817903,115.93848583426195,0
872.7808637737409,15664.097070924528,3614.62556264824,1.5768201400565136,102.73118434293644,2.200571611669289,151.74782857840245,500.0655077251111,120.32863373980211,0
941.924538722582,14868.275891958876,3373.4239450230416,2.055443191414209,82.29518862223922,2.6348300547841785,159.98221013597882,507.2422734911014,143.74466283283994,0
784.9039417632207,14874.976742700524,3711.745705976776,2.212660654165055,91.38690420302892,2.672212579265209,144.0186182953989,510.6923775060313,108.83935823928104,0
959.4508265553776,15343.159228478353,3310.4214565462025,2.366773906752933,87.14408999243972,3.282057748944931,156.8445115884869,454.5627947282433,127.90672318690729,0
939.5831346981468,15423.71083857521,3615.9714570590254,1.2026220209183338,102.08322508625592,2.694664577771152,153.6971730812073,497.5059942283552,113.5776752155601,0
863.4534980029041,15099.474073398247,3277.1907099676014,2.6271691803786696,114.75879150503964,2.5575668635064943,182.2058596096574,512.9919184022395,120.37566858707252,0
1009.4901466608836,14876.968755935026,3668.3967390904254,2.108341559482143,106.44123767850108,2.184944038791499,149.30871520312394,555.4598920689965,116.7426110681738,1
913.5789418597686,16011.80310961482,3691.677163968408,2.120102921973112,106.90910957392192,2.5495720150194776,180.6476076517524,478.8273331331841,120.83345350975092,0
833.5906975550785,14477.595402989484,3476.6468168409506,2.5486500937718546,116.4354150912053,2.4824709643007536,193.86899100576773,475.5754023020719,109.81746098582272,1
895.5132152856387,15529.96819202331,3408.4303227635023,1.8711897572445029,87.76779769938071,1.919371012085858,172.87132089857226,525.5578721237252,130.8253700868291,0
911.189397581945,14464.473160175476,3413.77488608498,3.1971809502912256,91.78185171578654,3.016922415293875,156.93054036626,491.9413512818581,120.46461273154188,0
910.5508733601308,15335.240308620609,3427.737887606542,2.073467649193344,96.13677524552824,1.8794872853706903,141.26970273468913,467.8799488575021,137.29300866044755,0
907.515088073094,15562.717392207383,3180.480166080913,1.492760136646293,107.7323998666576,3.1133444671599837,126.40446501250985,500.2818606372755,114.37837658065273,0
850.5704446424542,14552.326838818488,3603.058864324893,1.743732944676725,103.33369851260878,2.8320323555872986,131.47673473033583,474.4765175411554,113.95281133364522,0
809.9009781209991,15171.168917244811,3541.520670280125,1.929121222986231,94.6120969542329,2.912345494428268,142.34832314555132,500.01679977019086,126.72970206031916,0
928.4491539592638,15204.881397979749,3504.5261705353737,2.119813759119499,100.57864047426756,2.2740388655227086,141.39144602398568,466.4917734769291,108.03484951849067,0
914.0495933867516,15807.68784473472,3563.490652250035,1.560868373588267,88.96815618766907,2.1656403054975817,162.26531089322287,543.0087505946284,119.91639212728543,0
899.018110053666,14973.439673491228,3903.055022092128,1.7302043896314343,82.89396645563485,2.7637042463671024,169.58519488573927,479.6896646962897,118.60404872884249,0
890.8008331823661,14918.603546963854,3490.3822985338456,2.237682805346005,104.93977382205644,2.399961792045469,155.91331102964,484.94024119456384,135.67791509795663,0
920.689954872575,15637.437520639362,3505.691516236632,1.6901139358730612,102.82034219209342,2.044032160114305,143.9684038441779,467.39867565845816,124.41035834850764,0
839.4491900118771,14763.954711151437,3712.274192974626,2.1215458638303493,91.04572039074958,2.154495667289697,163.38170420535047,504.3924287552781,133.25500219721258,1
924.468728061396,15463.107701120796,3910.594404900333,2.037847470002547,103.93873218164744,2.382529006793188,166.02363527976365,495.9399729823067,127.27122481485492,1
972.6767038578658,15442.022698180524,3173.905351256972,1.6772139639823025,117.22155097808196,2.4551915513051075,138.89453823973656,551.3813423382882,133.66214785205787,0
875.6437308117652,15003.211134905468,3526.8592994495584,1.764342139424441,91.38950327834424,2.588184816382949,176.8544372270237,454.7734116609974,132.9592786157375,1
765.1556678529214,15238.17888467811,3241.474930569548,1.868626626156748,110.82999938516868,1.8541259452727448,155.13566514649446,523.435260088628,112.27166269111036,0
972.078431032895,15979.173727110296,3583.2892076202907,1.2773973677938872,84.52198443690969,2.882332068354671,113.70232341037187,484.4049756282432,116.69341337623668,0
873.4749426194736,15500.29115902149,3502.49986438145,1.6664054576112473,101.99610418402784,2.614405850374085,125.9217270206724,553.0973920296678,124.22628617192566,1
912.1843605745956,15404.028899140572,3258.104612916239,1.4029052994538551,116.72265904097527,2.5708427229637305,182.95755211567348,503.7315430072314,125.63673654270156,0
842.8497543634758,14338.771021628216,3700.326365041712,2.32952717195671,97.85045161921047,2.353253147444735,147.9198154455061,491.6506923237027,119.93665859534744,0
914.0595711984688,15001.68775329858,3021.939126506112,1.1265521543272226,104.60824865403865,2.2963058960610603,173.90354823022832,518.2921317001012,127.13025850432948,1
937.5966516343389,14773.385975336363,3073.88670403856,1.5167060545073423,85.214530630012,2.1540747004780654,153.00948997547803,511.8464447000773,114.10421004063872,0
977.5250246407038,15372.09598574997,3230.0847576896936,1.6713137230026378,120.5781117709776,3.279646870022374,169.9083038089895,445.4284695409236,115.03123872658472,1
857.6603140965798,15233.214991216762,3335.097167694465,1.976314648727782,110.22841471550764,2.2478521043479924,122.55180524877386,537.5584236353948,138.89282454250252,0
802.0164938060112,14580.395166330496,3390.091945080893,1.7520609139949253,110.2305655525224,2.4767517100321035,165.40927191374453,512.18282056546,128.99561376738308,0
904.1141994637712,14521.781811590996,3713.675866738803,2.6892348137307525,94.87411203021492,2.718945808680289,119.53655071652304,487.6621870854955,125.43256964974272,1
841.5660981190234,14998.312771294524,3576.597796948185,1.9493596406492333,90.77587015156048,2.472137649582084,164.820339026729,533.2533380516868,119.5350341887344,0
988.2727120140548,14832.61233394673,3740.052349947766,1.9423878837239013,102.97462053117816,2.375610847355791,102.91034154606795,526.0341637862733,122.29572641074252,0
982.248385675064,14932.845629264726,3588.261430339849,2.19319132692403,98.52659773378494,2.2683422836586864,107.70612801852528,497.6623179296445,108.15048058773924,1
887.7921682354676,15087.605709454256,3765.086421819016,1.2519205934176751,93.4704984416792,2.2355698884319013,146.52911164877224,479.3217013054284,129.43193303477793,0
896.3585543671563,14321.709097688296,3278.741297517673,2.01365668992572,100.43040870850388,2.390454216040536,144.73677455880346,466.4224927333807,127.75675299615688,0
889.8209819948819,15348.951636269514,3539.7360019094813,2.155745429398895,95.78801183387088,2.8791567817289163,164.67900956728477,489.5851555274465,119.2841430710612,0
835.9785323751859,15311.1035720217,3730.718068663385,1.9620642746574883,94.30301037074268,2.170716705317282,129.2879188790921,534.6499268162486,133.22926160335533,0
847.114453552205,15253.917878144812,3144.7507333067097,2.1317754059773923,101.9337945192416,2.397355404661828,175.68209390357794,495.692552338636,120.54611782910072,0
882.8656202959826,15131.280664500962,3639.08049491006,2.4343862502953857,100.1222354841517,2.645607972265957,180.49034362231805,504.30217883213913,120.68206782602836,0
993.288725557238,15830.629607273935,3815.623611512437,1.7953457629521394,99.745058714148,2.541423522525264,136.8323456411911,516.6722653412868,132.97297533925547,1
895.0555173404429,14848.977250255068,3559.448854676025,1.4459437708705654,97.41991463802393,2.35608433097016,162.714530528811,535.3778947573769,116.3891283661313,1
843.7678954081066,14601.987071598256,3433.8421551344886,2.007074632482879,108.58139070934016,2.623585899718543,168.135745458648,502.6759458983772,115.659666456764,1
922.0007225026666,15219.750615310111,3395.08659724659,1.3040208095241343,97.55971647828866,2.362336946492501,133.86960335086877,476.2059600915819,125.4658972568864,0
874.1194350481915,15617.891095911076,3656.574746989714,2.35786712058542,88.62967116852512,2.6283887879657906,162.36136987860084,511.65941738099934,111.74902700054476,1
917.6027698257147,15024.88684359048,3142.724906929063,2.040541271450412,103.81425617534342,2.4283742193809696,111.48044363109798,450.03846085277,109.2953175697993,0
954.039036277731,14962.024488178738,3524.615640331236,1.635914049515092,101.11129375296512,2.7002644241109985,170.43926310120008,528.866317357433,111.38711897614098,1
898.2505754751519,15010.44324414798,3490.1941318323925,2.223696968534488,98.1490235057878,2.8094961323725527,147.16674736255513,536.713808675395,114.3615166814014,0
887.7128467957028,15403.561298318657,3668.1468964259097,1.302275747622464,99.76949443914532,2.279556730739743,159.20831299685648,526.6341180673654,129.3638013461662,0
851.2063373511334,14380.44646217305,3383.6435933215894,1.7408736805693987,90.70863659490242,2.435465859948853,179.83347717603615,470.3338295709325,125.98172150334794,0
952.2080438534535,14959.238663449178,3572.828059210932,1.1538645841783357,115.0084303028038,2.380515089937236,140.83553941486997,461.9816993488181,105.49983643832468,0
868.6516471106116,14369.91761741371,3566.170260923116,1.7757285817360693,87.60411987474971,2.6334687685029654,177.51193928608416,515.7199686675299,117.62687765804782,0
804.0614392350479,16030.7517883182,3378.626964428565,1.439378129952804,91.2415759350489,2.72991654297172,166.60996267971905,511.5563795677807,124.8384112502646,0
919.1204873092024,15503.756844918462,3646.927509091866,1.773292945808073,85.77770350493793,2.6332435513261774,173.8234608988019,513.4523974843733,141.77293447549064,0
918.2480501233111,15484.09233026643,3467.5752049040284,2.3494598425403943,102.99085734021106,2.736722560419973,133.39859009741525,506.0622351848394,124.81507630991304,0
957.1877021603464,15044.790340627624,3431.818424530784,2.017004048114073,102.10367113540887,2.3503038232062665,190.91309095354308,498.1373390535714,114.6127371965356,1
899.3876613576542,15165.990165284507,3829.896178864784,2.4405733604066846,112.71065326007032,3.095090095730806,105.94173293588564,515.1309519715523,116.9765043366825,0
835.8503887905715,15236.001135459635,3665.6459380369247,2.253078827730356,123.65407771999972,2.71441951825531,166.16719099331416,506.4966421513462,127.05148658938177,0
878.655946502629,14380.370802573265,2993.550782956063,1.8000608806658145,87.89839056585842,2.761836224340883,161.1965689765612,497.98969874824337,109.96698169024503,0
869.3605654757807,14936.225439811233,3432.1755441459923,1.9070377595256147,95.62262677595676,2.522159030323264,148.0970375384536,538.6739550631233,115.97689977247278,0
885.2525160853986,14061.723646979062,3610.6298312758418,1.4518898375657174,120.64220134852413,2.825350159087278,166.18517256246597,498.9373957792547,132.95148544195342,0
822.2052176898186,15535.771576117442,3215.2634726232154,2.575133697949148,93.92738585913916,2.424212539359209,152.06763992424192,530.7826232288002,125.72173131037464,1
894.3835975154585,14676.8863450781,3701.48879463904,1.5563352705721143,111.4006784649516,2.51321877022198,135.3065781264628,545.5800905327193,131.76010985197706,1
981.6715766150548,15240.933030859243,3778.6909055048864,2.5134473091289573,103.85749968181696,2.3386064413534133,114.8358224668913,488.8380702400602,98.38837896428292,0
796.3304883795926,15437.194590356365,3817.725385608719,1.4746883390860994,83.58619884397903,2.347271858406529,137.71712937505632,483.0395014249672,122.4245018063582,0
831.5098510210461,15040.99777820678,3594.5260691686813,0.911016133902656,108.22066078032528,2.7633478093717376,164.92047905965632,503.0807155024576,117.54692513812198,0
845.9225998192802,15389.83026613467,3787.267081141196,2.8081500213609583,95.75168652474362,2.226514809353829,162.7020002319585,563.5040916489156,123.28682349496484,0
938.3717364576454,15068.267665541369,3595.888303617213,2.396909233571908,104.06622034222674,2.362042221305458,182.82857255444628,467.7469085564973,126.16579352307272,0
838.9578175014489,15536.2536686549,3333.3887885998483,0.7868039647323959,100.15682236471623,2.6612436113819284,138.8656420428567,485.1004684361526,123.14267421801183,1
969.0045677073724,14815.23653558332,3553.8589505161467,1.7470169005060725,93.77729777106003,1.9852875044085607,119.9839596947565,532.9875339298301,120.74273690190144,0
895.1970050137675,14178.405594422917,3818.8884783498393,2.1526215632656767,108.56975536982786,2.451960958120619,116.32534864771904,478.7366539183551,121.522693758075,0
778.8060336685521,15556.344187494962,3205.173573591579,2.02511384958284,99.25073443881551,2.416488109717632,158.14180766797665,524.1456781454024,121.6179154060272,0
970.139715546805,15044.203443145923,3601.6537279349177,3.0465989661049724,106.93923233191258,2.815014712466028,149.51741779090054,494.71597406867664,129.95526691674115,0
826.070687711008,15277.802233001725,3396.1207256347748,1.6045591041527172,92.38175328341153,2.259899378150409,127.53609898249243,510.36861033954335,128.42774030099028,0
919.2032724469652,14454.800461278575,3833.444822310227,2.210890037125436,115.9040356857364,2.5626560627603,140.05365707284662,481.5516769245187,125.96081494132488,0
1023.1621056242644,15296.263474600592,3400.0539647696737,1.738134348614289,99.55638544488438,2.043299704515477,139.33991836347332,506.16459282680063,105.48165254831564,0
1003.0373962440992,15133.563325505742,3956.330367307769,1.7168027043926384,113.680793504886,2.225356891272912,154.14278873557137,520.9763731601596,131.85006983583017,0
914.8492336616594,14202.6484663666,3649.001062575456,2.3659777512549227,89.52842431309736,2.4530567871630526,142.37724606653163,495.31170989884873,120.39569724133648,0
926.0970782808448,14766.98174906588,3356.2335224782537,1.6849875102330527,103.31647667125765,2.6676171510833457,169.7721758699835,480.8241939874953,106.86472201646006,0
883.8969241897162,14520.28038163826,3751.4298433725135,1.2364160717051762,96.58178179753864,2.4382699018968483,137.50330763131035,463.3290615503829,92.32674577397604,1
839.2905693606134,14939.8094180232,3616.7088606023776,2.2766944915372136,96.1345838410224,3.045931536193779,134.5915040172424,492.3443848545715,122.48545105118988,1
